268.35			12.37			6371.93
196.14			13.13			6594.78
245.23			10.66			5358.07
170.25			9.62			4640.20
151.12			8.78			4008.33
120.10			9.88			4792.33
239.33			9.25			4534.78
225.26			8.98			4365.86
187.17			9.36			4567.51
159.16			9.22			4315.50
170.21			9.02			4309.77
254.37			12.05			6138.24
174.15			9.62			4640.05
299.36			8.73			4154.49
158.20			8.70			4068.04
165.04			10.87			5294.99
197.12			10.40			4787.25
148.11			11.17			5539.08
144.13			9.08			4422.08
146.10			9.90			4615.24
146.14			11.08			5478.60
160.13			10.74			5317.52
202.25			10.37			5154.00
132.16			9.43			4467.43
244.28			14.03			7270.79
160.17			9.73			4612.73
254.32			11.89			6132.51
158.20			9.14			4319.78
256.30			11.62			5907.84
149.12			9.80			4599.64
146.14			11.08			5478.60
246.26			15.01			7835.92
211.13			13.77			6913.26
224.34			9.61			4764.07
270.32			15.23			7950.36
285.31			11.68			5932.05
186.21			9.21			4392.21
188.18			9.61			4657.32
259.28			14.36			7452.31
116.07			9.03			4221.84
259.28			12.48			6322.28
166.13			14.14			7238.22
186.25			9.37			4522.05
202.20			11.29			5699.48
216.13			9.25			4509.05
233.18			10.39			5095.18
160.13			9.96			4950.59
118.13			9.02			4197.22
239.33			9.09			4433.72
270.15			12.44			6356.85
199.22			8.08			3819.61
288.34			17.96			9469.37
118.09			9.10			4181.59
285.31			9.70			4764.11
272.29			14.54			7559.21
179.13			11.33			5500.06
176.17			12.72			6466.06
118.13			9.31			4387.79
275.26			9.79			4745.06
158.15			10.24			5011.76
197.14			14.55			7450.65
199.22			8.08			3819.61
165.04			10.87			5294.99
150.13			12.78			6407.87
225.30			8.05			3870.30
177.11			10.24			4976.15
90.08			8.91			4212.01
188.18			9.64			4705.67
202.20			11.29			5699.48
224.30			9.18			4539.69
203.21			11.29			5675.55
197.14			14.15			7193.30
118.13			9.02			4197.22
213.19			9.16			4479.89
331.36			9.01			4318.47
305.28			11.40			5609.87
220.22			15.95			8343.68
163.11			10.05			4772.91
144.17			10.33			4978.80
273.28			9.53			4567.40
207.14			9.29			4421.60
212.29			10.32			5144.12
305.28			12.96			6580.28
176.10			8.22			3866.53
231.25			10.93			5467.04
226.10			9.70			4640.65
222.11			10.45			5115.25
202.20			11.56			5841.65
170.21			9.74			4709.63
181.14			12.84			6387.87
170.21			8.89			4294.35
243.28			12.94			6615.11
242.31			13.24			6792.10
226.31			11.61			5831.07
181.14			12.84			6387.87
241.30			8.99			4296.09
144.17			8.40			3916.45
254.11			12.68			6407.12
196.14			9.76			4505.59
257.30			10.32			5105.02
164.16			13.50			6879.44
162.14			10.42			5080.92
196.14			9.93			4616.30
172.22			9.90			4788.38
215.25			9.75			4731.53
285.34			8.41			3949.70
191.10			8.60			4036.54
164.11			11.04			5434.81
215.25			9.98			4892.55
148.11			9.89			4652.69
216.19			10.65			5353.57
269.31			9.07			4448.01
254.32			11.91			6088.46
174.15			9.54			4587.28
251.34			8.62			4194.89
215.25			10.11			4966.02
229.23			9.52			4654.23
159.16			8.47			3920.58
190.19			14.62			7515.69
254.32			9.02			4398.16
132.12			9.59			4578.99
254.32			10.71			5374.69
188.22			9.80			4858.76
303.31			12.14			6102.23
190.19			12.27			6256.50
203.21			11.29			5675.55
287.31			9.53			4613.23
211.28			8.88			4238.28
204.22			12.33			6303.32
213.23			8.70			4189.36
187.21			9.10			4351.29
162.10			11.17			5565.50
203.15			9.81			4811.45
186.25			10.49			5157.13
158.20			8.32			3895.62
158.20			8.70			4068.04
211.13			14.14			7154.62
165.12			9.49			4392.21
205.17			12.08			6044.23
252.31			10.95			5579.36
203.21			9.74			4677.36
272.34			14.73			7701.05
158.20			10.77			5262.55
170.21			8.10			3821.41
195.13			14.98			7652.47
196.24			8.87			4302.03
144.17			8.74			4115.34
160.17			10.96			5402.04
165.10			11.48			5579.02
132.12			9.80			4668.16
132.12			9.07			4302.14
203.19			10.60			5195.32
211.13			13.89			7002.98
270.32			8.75			4214.24
158.20			8.58			4064.36
184.23			9.10			4352.93
255.33			8.83			4255.64
165.12			10.75			5088.92
177.11			9.98			4788.57
242.31			14.88			7681.72
90.08			8.92			4040.47
226.31			12.42			6308.16
241.30			9.34			4492.25
195.13			12.73			6381.72
186.21			10.67			5330.02
211.13			16.46			8529.69
200.23			8.90			4259.61
224.08			9.02			4262.78
254.32			9.30			4598.81
118.09			8.95			4153.85
211.13			16.19			8392.04
331.36			12.90			6560.36
