#Compound                    Mass                        parameter_A              parameter_B
PEBQOOH                      188.177900000000            12.304913378090          6469.084095096351
NDNT124OOH                   353.196500000000            17.668807005450          9532.181853226177
C128OH                       228.284800000000            12.234827912308          6387.521565410825
IPNCATECO2                   278.192900000000            13.152962566141          6737.597070194233
DNEBNZLOOH                   294.172400000000            17.681750033277          9511.753667387071
MXNNCATCO2                   309.163900000000            12.878207903857          6591.925962193995
C1211CO2H                    256.294900000000            14.661559541170          7838.153308368490
C135O                        285.269900000000            12.976681868775          6930.867740756931
HPC52CO3H                    198.128100000000            16.149921984397          8562.404092850396
C142OOH                      256.338000000000            12.600806363337          6641.030391245016
ENCATECO2                    264.166300000000            12.918099061285          6567.294003655282
C813NO3                      235.191300000000            14.040428851203          7410.045094393987
C122OOH                      232.316600000000            12.651723145858          6631.797594733107
C123OOH                      232.316600000000            12.651723145858          6631.797594733107
C132OH                       242.311400000000            12.191577031837          6386.778347542168
PNCATECOOH                   279.200800000000            18.538539926537          9961.082662756995
NMETOLOOH                    263.201400000000            12.931383067822          6690.331287142052
ENNCATECO2                   309.163900000000            13.148912302179          6762.824016330449
IPNCATCOOH                   279.200800000000            18.207257626736          9773.865784423684
INAHPCO2H                    211.126900000000            15.625630301899          8249.477568931941
BCLKAOOH                     270.321500000000            12.525110296780          6635.691103080773
INANCO2H                     240.125000000000            14.368919041344          7497.049892648539
C1212OOH                     260.283600000000            17.013190588691          9172.336403140471
C1310OH                      258.310800000000            16.115542887794          8649.427370968426
INB1NBCO2H                   240.125000000000            14.470464495888          7579.159833342643
C921OOH                      204.220300000000            13.701049537674          7231.836909267094
C734OOH                      192.166600000000            15.102132675080          8029.246215175169
NNCATECOOH                   282.118600000000            17.021155214713          9077.238251144405
MXNNCATOOH                   310.171800000000            17.658941305464          9460.329093008419
C1310OOH                     274.310200000000            17.557040364107          9496.364645168500
NDNCRESOOH                   325.143400000000            17.204084048917          9250.820650753343
NC524NO3                     242.140900000000            15.952578469824          8461.762176590868
NC102OOH                     261.228600000000            12.348960149804          6511.091679934270
NDNOXYLOOH                   339.170000000000            17.400291010692          9367.221685588271
DNPXYOLO                     277.165100000000            12.872035460259          6668.316077727011
PTNNCATCO2                   323.190400000000            13.174704606534          6783.533815921546
NDNEBNZLO                    322.162600000000            13.341452017396          6992.976490445130
C826OOH                      190.193800000000            12.511721203887          6507.707266339666
TM124MUOOH                   218.203900000000            13.045316293441          6832.412887742242
BZEMUCOOH                    176.124100000000            12.672916361264          6559.266402932541
METLMUCOOH                   218.203900000000            13.307971718386          6983.076551599820
C719OOH                      176.167200000000            12.669358325022          6561.191705017811
C730OOH                      178.183100000000            13.458609204511          7043.008622018971
PXNCATECO                    248.166900000000            12.869150806796          6558.240696961380
BCLKBOOH                     270.321500000000            12.826642439711          6817.124927267036
C152OH                       286.363900000000            13.450542620446          7109.276376788627
C59OOH                       150.129900000000            12.311058157645          6373.768225388545
PNCATECO2                    278.192900000000            13.401444554034          6878.993587772172
MNNCATCOOH                   296.145200000000            17.460688506934          9341.375052563644
NCATECOOH                    237.121100000000            16.928293650423          8997.494172992339
MMALNACO2H                   193.111600000000            12.738679769273          6521.452498142543
PETLMUCNO3                   247.202000000000            12.317713871312          6391.701054663083
C148OOH                      286.141600000000            13.039047438256          6902.831993535941
NDNIPBZLO                    336.189200000000            13.556447944862          7140.341073364157
INB1NACO3H                   256.124400000000            13.744246111256          7142.273379950513
BCALOH                       270.364500000000            13.216495167305          6993.317784206597
PXNNCATOOH                   310.171800000000            17.415115316396          9314.901015896603
C144OOH                      272.337400000000            14.152095270275          7557.060903913890
C145O                        287.328800000000            13.930087852018          7439.861664839203
INB2OOH                      197.143300000000            13.857627476835          7210.108976602899
C1313OOH                     258.310800000000            14.119174861688          7516.044223020041
T123NNCTO                    307.191000000000            13.551632175570          7061.767686929288
C128OOH                      244.284200000000            13.403633050293          7106.997767138964
ALC4DOLOOH                   150.129900000000            12.670736040251          6514.138312016901
C98OOH                       204.220300000000            12.028001575249          6287.371102868206
MVKOHAOOH                    136.103300000000            12.355614381834          6385.341234911789
PBZMUCNO3                    247.202000000000            12.611204390718          6574.290322550742
IPNCATECO                    262.193500000000            13.587306526192          7032.504263400341
PTNCATECO2                   278.192900000000            12.939094441354          6584.507357895329
C813OOH                      206.193200000000            15.336896809455          8178.233563920430
PBENZOLOOH                   218.203900000000            13.073894116488          6741.691493847292
DNPXYOLOOH                   294.172400000000            17.290822462826          9280.740251494708
NTM124QOOH                   245.186100000000            12.106443216912          6345.445404175312
INAHCO2H                     195.127500000000            14.023185986185          7246.387922080046
NDNPXYOLO                    322.162600000000            13.059789758732          6819.858691038762
C147OH                       270.321500000000            14.558191602383          7776.816595134409
OXNNCATOOH                   310.171800000000            17.415115316396          9314.901015896603
C526OOH                      166.129300000000            13.586349071837          7095.597507999174
INDOOH                       197.143300000000            13.975068390457          7303.462866232740
DNIPBNZLO                    291.191600000000            13.381436060347          7001.363823186236
PXNNCATCO2                   309.163900000000            12.707575503911          6483.630030445893
T123NCATO2                   278.192900000000            12.731870947423          6484.433508699625
OTNNCATCO2                   323.190400000000            13.174704606534          6783.533815921546
C825OOH                      190.193800000000            14.034584449038          7364.771616311376
MXYMUCOOH                    204.177300000000            12.813966380480          6677.078322110194
DNPETOLOOH                   308.199000000000            17.868013658279          9621.724762886866
T124NNCOOH                   324.198400000000            17.696488944842          9491.592062795709
INCNCO2H                     240.125000000000            14.128498008869          7349.317711610169
NPPRBQOOH                    245.186100000000            12.710012815433          6714.245138383015
C625OOH                      164.156500000000            12.806689948856          6677.836797516355
INANCOCO2H                   238.109100000000            12.843104267452          6668.705137437291
NDMEPLOOH                    277.228000000000            13.117908902332          6809.881851532537
INAHPPAN                     272.123800000000            13.316737108705          6943.048580885823
NDNT123LO2                   352.188600000000            12.913403344931          6729.882818536984
C57NO3CO2H                   195.127500000000            14.400768857167          7503.035054470188
METOLOOH                     218.203900000000            12.766343498700          6546.375557223281
DNPBNZLOOH                   308.199000000000            18.266240198578          9855.142870460306
C1215OOH                     260.283600000000            14.881115013622          7981.784183700929
C820OOH                      204.177300000000            12.865049249875          6794.617775095300
MTNCATCOOH                   279.200800000000            18.126976408165          9716.697995034467
T123NCTOOH                   279.200800000000            17.622162684665          9434.270909505110
PTNNCATCO                    307.191000000000            13.563358270707          7044.602170123897
NOETLQOOH                    245.186100000000            12.403924711671          6527.708048786019
C143OH                       256.338000000000            12.858453165665          6803.476837917498
C147CO                       268.305600000000            13.006396089454          6925.674281061315
C135OOH                      302.277200000000            17.790960130814          9679.440173659430
INB1OOH                      197.143300000000            13.975068390457          7303.462866232740
PNNCATCOOH                   324.198400000000            18.640782162986         10041.452830881886
C1215OH                      244.284200000000            13.598876283930          7211.801989719459
MXNCATECO                    248.166900000000            13.055522219883          6677.487871184572
INDHPPAN                     272.123800000000            13.390005574635          7006.857723171843
NDNEBNZLO2                   338.162000000000            12.955038861621          6739.269436602820
DNPETOLO                     291.191600000000            13.348795015255          6967.701743160014
C825OH                       174.194400000000            12.784169373039          6574.084990861454
C134OH                       272.294300000000            14.983528138808          8061.464141852714
OTNNCATCO                    307.191000000000            13.563358270707          7044.602170123897
PBZMUCOOH                    218.203900000000            13.643185412929          7189.343108619798
C537OOH                      182.042600000000            14.798018614846          7829.337670027662
MTNCATECO                    262.193500000000            13.544842243807          6990.385372755517
C1312OH                      242.311400000000            12.711030804234          6681.672858676222
C6TONOHOOH                   176.124100000000            12.575988147643          6580.783039932971
OETLQOOH                     200.188600000000            12.240068647751          6406.780886855423
C132OOH                      258.310800000000            13.596135646154          7240.396554340125
PPRBQOOH                     202.204500000000            12.811313263361          6775.143052297500
C137CO3H                     270.321500000000            12.631987168693          6647.143571962637
NDNT123LO                    336.189200000000            13.287073666470          6974.362256349257
C1211OH                      228.284800000000            12.832999298240          6744.227308670362
C1215CO                      242.268300000000            12.103344368955          6390.213670442949
INB1HPPAN                    272.123800000000            13.390005574635          7006.857723171843
BCKBOOH                      256.338000000000            12.246034065218          6429.957101330094
NTM135LOOH                   263.201400000000            12.644165402624          6509.767836096131
ENCATECO                     248.166900000000            13.351715689078          6865.852114951809
C7MO3OHOOH                   204.177300000000            12.825030079937          6712.990612065405
TM135MUOOH                   218.203900000000            12.982714251723          6781.698701847009
C8OHO2CO3H                   216.188000000000            12.564808229560          6543.325849059240
HPC52OOH                     166.129300000000            13.456000123082          6993.439398353883
IPBZMUCOOH                   218.203900000000            13.294311591022          6976.509988875150
C58NO3CO3H                   211.126900000000            13.612219960431          7019.919040797966
NC524OH                      197.143300000000            15.661628695088          8265.261327229076
INB1NAPAN                    301.122000000000            12.471484084778          6466.120547770087
HNMVKOOH                     181.100900000000            12.402016083785          6419.791953288875
INDHPCO3H                    227.126300000000            14.884621671135          7822.523334181302
TM123MUOOH                   218.203900000000            12.991036305314          6818.484275204685
C146OOH                      270.321500000000            12.525110296780          6635.691103080773
DNT123LO                     291.191600000000            12.895067993742          6700.860654243818
PTNCATCOOH                   279.200800000000            17.867476479810          9561.820114198674
C139OOH                      258.310800000000            15.820030062811          8465.062010777050
DNT123LO2                    307.191000000000            12.509596291971          6442.024813218021
NOETOLOOH                    263.201400000000            12.931383067822          6690.331287142052
NDNMETLOOH                   353.196500000000            17.975229119309          9704.459982854360
INB1NO3                      226.141500000000            12.835502073271          6612.464103501480
DNC524CO                     240.125000000000            14.228592506884          7456.024484051273
NDNMETOLO2                   352.188600000000            13.148583648909          6863.219545063096
C129OOH                      242.268300000000            12.038046010757          6311.068035147366
BCKAOOH                      256.338000000000            12.462090328734          6559.824325224684
NTM123LOOH                   263.201400000000            12.644165402624          6509.767836096131
NDNOXYOLO                    322.162600000000            13.059789758732          6819.858691038762
DNMXYOLO                     277.165100000000            12.872035460259          6668.316077727011
DNIPBZLOOH                   308.199000000000            17.934803125070          9668.982225035417
C1214OOH                     244.284200000000            13.442206699978          7118.857703213563
NDNOETOLO                    336.189200000000            13.532213895422          7113.376092198430
C118OOH                      246.257000000000            14.347029527417          7664.780421788736
C5MEJCO3H                    216.188000000000            12.259086822256          6352.263628543907
C1211CO3H                    272.294300000000            13.911663362706          7398.057176293660
DNPBNZLO2                    307.191000000000            13.218888944611          6869.562678637397
DMEBMUNO3                    261.228600000000            12.497043441277          6505.697983936092
C922OOH                      220.219700000000            15.231129031322          8158.678156329183
C1212OH                      244.284200000000            15.328171668504          8171.934754841606
C6EO2HCO3H                   216.188000000000            12.220924864120          6367.453409240593
NDNPBNZLO2                   352.188600000000            13.421997867596          7031.083030886736
C8O2OHCO3H                   216.188000000000            12.245798320749          6346.022363128483
C623OOH                      164.156500000000            12.981511288594          6746.367677519374
HIEB1OOH                     166.129300000000            15.616152725441          8269.613938077277
CHOOMCO2H                    105.069400000000            15.418531742067          8260.652108635388
OXNNCATCO                    293.164500000000            13.082815279350          6740.026356521303
NDNPXYLOOH                   339.170000000000            17.400291010692          9367.221685588271
PTNNCATOOH                   324.198400000000            17.997976826283          9662.373748953456
TL4ONO2OOH                   235.148300000000            14.589138153509          7665.301197238484
METLQOOH                     200.188600000000            12.240068647751          6406.780886855423
C728OOH                      178.183100000000            13.458609204511          7043.008622018971
IPNNCATCO                    307.191000000000            13.782808311603          7194.935841531102
INB1HPCO2H                   211.126900000000            15.763997873517          8351.176766080283
IPRBQOOH                     200.188600000000            12.226343868831          6400.189219859800
T124NNCTO2                   323.190400000000            12.945145576202          6652.483814699201
MNCATECOOH                   251.147700000000            17.359257447249          9257.474342241165
TM124NOOH                    249.174800000000            14.545841229326          7638.949797827429
C117OOH                      230.257600000000            12.949345333272          6818.219550947545
DNMETOLO                     291.191600000000            13.348795015255          6967.701743160014
NMETLQOOH                    245.186100000000            12.403924711671          6527.708048786019
MXNNCATCO                    293.164500000000            13.264165383562          6854.065499134412
IPBZMUCNO3                   247.202000000000            12.304097313991          6385.233177166749
ENNCATCOOH                   310.171800000000            18.045372539842          9689.714666417185
R_HOM_O9                     279.000000000000             7.447700000000          4946.878494981380
R_HOM_O10                    295.000000000000             8.445400000000          5690.514233732380
R_HOM_O11                    311.000000000000             7.440400000000          5670.081166981670
R_HOM_O12                    327.000000000000             8.438200000000          6413.716809292257
R_HOM_O13                    343.000000000000             7.433200000000          6393.283824468810
R_HOM_O14                    359.000000000000             9.979400000000          7317.856447586760
HOM_O7CBN                    246.000000000000             7.447700000000          4946.878494981380
HOM_O8CBN                    262.000000000000             6.442700000000          4926.445463187453
HOM_O9CBN                    278.000000000000             7.440400000000          5670.081166981670
HOM_O10CBN                   294.000000000000             6.435500000000          5649.648141097981
HOM_O11CBN                   310.000000000000             7.433200000000          6393.283824468810
HOM_O12CBN                   326.000000000000             6.428300000000          6372.850703233667
HOM_O13CBN                   342.000000000000             8.974400000000          7297.423348300933
HOM_O4                       200.000000000000             8.995500000000          5375.561240424234
HOM_O5                       216.000000000000             8.281500000000          5237.949558516840
HOM_O6                       232.000000000000             7.276500000000          5217.516592539412
HOM_O7                       248.000000000000             9.159400000000          5828.125841489222
HOM_O8                       264.000000000000             8.154400000000          5807.692798681090
HOM_O9                       280.000000000000             9.152200000000          6551.328543649268
HOM_O10                      296.000000000000             8.147200000000          6530.895461989532
HOM_O11                      312.000000000000             9.145000000000          7274.531107875014
HOM_O12                      328.000000000000             8.140000000000          7254.098068612533
HOM_O13                      344.000000000000            10.686200000000          8178.670685174244
HOM_O14                      360.000000000000             9.972200000000          8041.059008730548
HOM_NO7                      261.000000000000             9.422900000000          5576.389834793348
HOM_NO8                      277.000000000000             7.874500000000          5395.452841491134
HOM_NO9                      293.000000000000             8.907300000000          5754.279990315708
HOM_NO10                     309.000000000000             7.902400000000          5733.846950244937
HOM_NO11                     325.000000000000             8.900100000000          6477.482654549956
HOM_NO12                     341.000000000000             7.895100000000          6457.049563148398
HOM_NO13                     357.000000000000             8.892900000000          7200.685213304158
HOM_NO14                     373.000000000000             7.887900000000          7180.252167454631
HOM_NO15                     389.000000000000            10.434100000000          8104.824873757167
HOM20_O5                     350.000000000000            11.529500000000          6866.828990500528
HOM20_O6                     366.000000000000            10.326200000000          6530.894084432420
HOM20_O7                     382.000000000000             9.519600000000          6825.962901885381
HOM20_O8                     398.000000000000             8.805600000000          6688.351203514801
HOM20_O9                     414.000000000000            11.060800000000          7730.102502500322
HOM20_O10                    430.000000000000            10.346800000000          7592.490793900310
HOM20_O11                    446.000000000000            11.053600000000          8453.305076263192
HOM20_O12                    462.000000000000            10.339600000000          8315.693427042817
HOM20_O13                    478.000000000000            11.046300000000          9176.507666635007
HOM20_O14                    494.000000000000            10.332300000000          9038.896065765819
HOM20_O15                    510.000000000000            11.582600000000         10060.214241247004
HOM20_O16                    526.000000000000            11.873500000000          9943.035651621762
HOM20_O17                    542.000000000000            12.580300000000         10803.849939180098
HOM20_NO7                    397.000000000000            11.277400000000          6792.983081151509
HOM20_NO8                    413.000000000000            10.272400000000          6772.549983116891
HOM20_NO9                    429.000000000000            11.270200000000          7516.185702734299
HOM20_NO10                   445.000000000000            11.977000000000          8376.999985519782
HOM20_NO11                   461.000000000000            11.298000000000          7854.579847911561
HOM20_NO12                   477.000000000000            12.004800000000          8715.394106810547
HOM20_NO13                   493.000000000000            11.290800000000          8577.782424045932
HOM20_NO14                   509.000000000000            11.997600000000          9438.596762236768
HOM20_NO15                   525.000000000000            11.283600000000          9300.985076879730
HOM20_NO16                   541.000000000000            11.827100000000          9461.488975185068
HOM20_NO17                   557.000000000000            12.824800000000         10205.124648774896
